City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI
Bengaluru,2019-04-06,46.55,112.08,7.85,32.46,30.73,16.86,0.95,4.83,64.46,130.0
Bengaluru,2019-04-07,51.73,103.64,7.95,32.1,30.27,16.3,0.98,4.86,68.41,127.0
Bengaluru,2019-04-08,52.79,94.86,9.66,34.46,32.46,17.15,0.95,5.66,59.17,125.0
Bengaluru,2019-04-09,43.88,90.8,9.09,33.09,30.96,19.14,1.09,5.07,66.47,149.0
Bengaluru,2019-04-10,52.18,107.04,9.84,36.58,32.08,18.58,1.13,4.99,45.42,123.0
Bengaluru,2019-04-11,49.25,113.7,9.52,34.41,30.94,21.22,0.89,5.76,40.76,112.0
Bengaluru,2019-04-12,49.46,109.0,9.95,36.1,33.74,18.23,0.95,5.41,51.55,130.0
Bengaluru,2019-04-13,47.24,98.37,7.1,30.69,28.27,17.8,0.92,7.4,52.04,109.0
Bengaluru,2019-04-14,41.74,89.76,6.27,27.4,25.14,15.09,0.78,8.4,56.7,106.0
Bengaluru,2019-04-15,52.38,92.14,8.34,33.83,31.72,15.92,1.04,7.56,54.29,111.0
Bengaluru,2019-04-16,40.54,94.39,9.56,33.94,32.87,15.47,0.99,5.95,51.67,115.0
Bengaluru,2019-04-17,52.84,97.64,11.81,31.76,33.1,17.54,1.16,5.09,38.4,124.0
Bengaluru,2019-04-18,46.1,72.34,12.61,32.17,31.8,17.34,1.09,4.1,47.27,127.0
Bengaluru,2019-04-19,42.33,63.83,6.84,29.02,25.65,18.08,0.9,4.55,47.03,107.0
Bengaluru,2019-04-20,29.75,73.46,7.33,31.84,28.96,16.99,1.02,5.28,55.89,122.0
Bengaluru,2019-04-21,25.18,69.39,6.37,32.67,27.82,15.03,1.04,4.9,56.53,106.0
Bengaluru,2019-04-22,40.9,92.48,8.46,31.25,29.57,19.12,1.1,4.83,45.27,107.0
Bengaluru,2019-04-23,37.08,77.31,7.76,32.12,28.78,16.05,1.31,4.42,57.49,112.0
Bengaluru,2019-04-24,42.76,85.7,6.94,33.95,29.39,16.2,1.22,4.37,53.21,108.0
Bengaluru,2019-04-25,57.96,109.49,8.23,36.31,32.06,16.84,1.19,5.35,54.27,126.0
Bengaluru,2019-04-26,63.83,109.42,5.79,33.66,27.21,18.21,1.08,4.45,57.17,144.0
Bengaluru,2019-04-27,66.34,123.11,7.59,29.77,27.39,17.39,0.84,4.97,61.68,150.0
Bengaluru,2019-04-28,61.63,117.36,6.47,30.6,28.62,17.46,1.0,5.76,53.79,141.0
Bengaluru,2019-04-29,62.42,108.27,6.84,30.05,27.53,18.56,0.95,4.5,50.57,140.0
Bengaluru,2019-04-30,53.78,94.01,6.44,23.6,26.58,17.41,0.92,3.88,60.14,124.0
Bengaluru,2019-05-01,42.75,74.84,7.54,21.81,23.34,15.57,0.99,4.72,55.94,111.0
Bengaluru,2019-05-02,46.45,102.47,12.06,21.41,27.32,14.92,0.86,4.34,46.73,103.0
Bengaluru,2019-05-03,47.56,95.06,8.56,22.23,25.52,17.29,0.74,4.43,48.84,112.0
Bengaluru,2019-05-04,56.62,116.59,7.6,25.08,26.34,18.79,0.85,3.67,51.98,120.0
Bengaluru,2019-05-05,54.62,110.84,6.9,26.36,25.65,16.93,0.8,4.21,61.04,132.0
Bengaluru,2019-05-06,52.76,106.65,7.47,27.54,27.94,17.25,0.8,4.03,66.44,131.0
Bengaluru,2019-05-07,42.61,87.52,10.42,23.95,27.32,16.41,0.86,4.63,47.19,113.0
Bengaluru,2019-05-08,33.28,81.91,10.92,25.0,25.5,15.29,0.88,4.16,34.37,87.0
Bengaluru,2019-05-09,51.42,94.86,17.94,30.32,35.49,19.28,1.36,4.4,37.92,106.0
Bengaluru,2019-05-10,39.33,93.68,8.88,29.13,27.99,18.45,0.94,4.23,49.37,120.0
Bengaluru,2019-05-11,40.38,93.84,6.49,27.17,24.4,17.05,0.97,3.64,48.35,105.0
Bengaluru,2019-05-12,34.41,93.08,9.18,26.85,28.06,16.1,1.06,4.01,41.87,101.0
Bengaluru,2019-05-13,32.08,86.2,5.34,25.1,22.24,13.94,0.91,4.11,50.16,106.0
Bengaluru,2019-05-14,31.91,88.8,6.66,24.31,24.52,15.95,0.92,5.41,50.77,88.0
Bengaluru,2019-05-15,33.89,81.23,7.43,24.45,25.03,16.03,1.01,4.29,38.96,96.0
Bengaluru,2019-05-16,38.93,93.74,12.36,34.47,36.97,16.51,1.23,3.69,44.94,102.0
Bengaluru,2019-05-17,40.64,91.59,14.27,32.51,36.02,17.39,1.19,4.17,36.64,110.0
Bengaluru,2019-05-18,55.14,118.1,13.73,35.15,35.89,19.2,1.19,4.54,43.17,121.0
Bengaluru,2019-05-19,51.35,101.63,8.15,27.75,25.63,18.52,0.97,3.86,45.7,116.0
Bengaluru,2019-05-20,46.82,105.55,8.15,29.22,28.8,18.13,1.06,4.83,40.95,109.0
Bengaluru,2019-05-21,45.3,93.68,5.1,26.31,23.99,16.95,0.88,4.25,51.87,109.0
Bengaluru,2019-05-22,40.4,84.74,9.12,28.98,30.39,16.3,1.11,5.69,62.73,107.0
Bengaluru,2019-05-23,43.26,97.98,12.96,34.61,35.36,17.81,1.04,3.95,34.01,102.0
Bengaluru,2019-05-24,35.93,75.5,6.87,27.67,26.04,16.8,0.89,5.29,51.84,92.0
Bengaluru,2019-05-25,26.07,71.31,6.76,25.34,25.38,15.38,0.79,5.0,54.83,82.0
Bengaluru,2019-05-26,22.5,49.25,5.26,26.04,23.18,13.51,0.69,3.85,65.11,91.0
Bengaluru,2019-05-27,25.77,59.78,8.57,32.49,30.96,16.1,0.94,4.44,60.35,92.0
Bengaluru,2019-05-28,38.91,84.93,7.84,25.31,25.24,16.8,0.92,4.07,51.83,92.0
Bengaluru,2019-05-29,28.66,62.28,5.08,24.99,22.09,15.5,0.75,4.82,82.31,112.0
Bengaluru,2019-05-30,35.18,77.36,5.72,22.93,22.95,14.98,0.79,3.96,64.17,98.0
Bengaluru,2019-05-31,30.29,60.85,6.44,24.81,24.68,13.84,0.82,4.09,69.14,101.0
Bengaluru,2019-06-01,28.95,64.19,9.57,27.09,29.63,13.43,1.04,4.4,52.56,89.0
Bengaluru,2019-06-02,44.24,64.72,5.18,18.31,19.6,12.94,0.85,4.39,45.14,100.0
Bengaluru,2019-06-03,20.3,42.09,6.5,23.54,24.12,12.08,0.9,4.71,51.34,98.0
Bengaluru,2019-06-04,27.33,61.65,9.0,24.48,30.04,11.9,0.79,4.54,40.04,69.0
Bengaluru,2019-06-05,28.4,56.09,7.78,23.56,27.22,10.02,0.75,4.73,45.01,78.0
Bengaluru,2019-06-06,25.72,51.53,7.47,27.41,27.68,12.3,1.02,4.17,46.31,78.0
Bengaluru,2019-06-07,25.02,56.96,8.64,31.44,32.77,15.21,0.92,5.38,50.51,102.0
Bengaluru,2019-06-08,23.54,53.47,6.54,23.49,24.49,14.01,0.81,5.1,54.31,76.0
Bengaluru,2019-06-09,16.31,39.84,5.29,17.7,20.29,12.94,0.66,4.02,50.05,66.0
Bengaluru,2019-06-10,7.85,25.87,6.28,16.77,21.21,11.79,0.62,4.44,45.0,54.0
Bengaluru,2019-06-11,11.32,30.88,5.87,16.85,20.4,13.18,0.72,4.58,36.82,50.0
Bengaluru,2019-06-12,12.8,35.87,6.7,17.93,22.31,13.74,0.61,6.09,30.56,51.0
Bengaluru,2019-06-13,16.38,38.15,7.7,17.76,23.51,12.46,0.66,7.48,25.3,50.0
Bengaluru,2019-06-14,22.11,47.2,7.85,18.09,23.77,12.54,0.64,8.44,24.42,59.0
Bengaluru,2019-06-15,23.64,54.09,9.57,20.9,24.36,12.52,0.68,8.45,24.61,69.0
Bengaluru,2019-06-16,22.01,56.08,6.47,18.54,21.24,12.87,0.62,8.99,25.18,63.0
Bengaluru,2019-06-17,25.77,64.03,8.35,21.68,25.92,13.23,0.7,8.36,30.6,61.0
Bengaluru,2019-06-18,28.82,64.96,6.09,20.1,22.94,13.94,0.7,6.23,30.67,70.0
Bengaluru,2019-06-19,25.41,60.88,7.2,20.9,23.52,12.07,0.78,4.91,29.26,74.0
Bengaluru,2019-06-20,24.36,53.32,5.24,18.74,20.57,12.0,0.65,4.96,32.97,67.0
Bengaluru,2019-06-21,25.35,56.61,5.8,20.66,22.89,12.55,0.74,5.48,38.03,64.0
Bengaluru,2019-06-22,16.58,45.48,4.93,20.04,21.76,12.89,0.69,5.06,38.81,67.0
Bengaluru,2019-06-23,14.8,36.43,4.83,20.19,21.5,12.11,0.67,4.46,37.89,66.0
Bengaluru,2019-06-24,18.54,44.9,6.3,21.39,22.49,13.29,0.71,4.33,32.56,65.0
Bengaluru,2019-06-25,30.39,76.25,6.73,23.04,26.12,13.05,0.76,4.77,30.97,65.0
Bengaluru,2019-06-26,34.69,61.12,7.53,21.39,24.94,13.32,0.76,4.15,25.3,74.0
Bengaluru,2019-06-27,26.44,65.51,7.51,21.17,24.37,12.55,0.72,4.27,28.6,72.0
Bengaluru,2019-06-28,26.98,85.13,7.01,21.09,23.98,7.99,0.68,4.78,33.5,72.0
Bengaluru,2019-06-29,25.37,81.98,6.35,24.27,27.38,9.02,0.72,4.7,37.55,79.0
Bengaluru,2019-06-30,20.16,63.53,5.14,17.51,19.15,10.04,0.63,3.91,33.55,68.0
Bengaluru,2019-07-01,26.89,70.15,6.08,18.8,21.32,9.92,0.71,4.63,35.0,65.0
Bengaluru,2019-07-02,20.79,62.01,6.09,19.94,23.04,10.46,0.73,5.37,39.44,70.0
Bengaluru,2019-07-03,18.25,60.9,5.89,18.61,21.1,8.4,0.7,4.98,33.59,64.0
Bengaluru,2019-07-04,18.92,60.19,6.44,21.98,23.35,8.71,0.79,5.09,27.13,65.0
Bengaluru,2019-07-05,20.9,57.46,6.03,19.92,23.66,11.62,0.7,5.03,25.86,63.0
Bengaluru,2019-07-06,16.65,51.06,6.2,21.47,25.96,10.2,0.76,5.32,29.0,62.0
Bengaluru,2019-07-07,19.38,68.71,5.33,18.38,21.55,8.26,0.75,5.3,32.8,69.0
Bengaluru,2019-07-08,17.24,55.7,5.42,16.23,19.26,8.74,0.76,5.8,29.35,58.0
Bengaluru,2019-07-09,19.53,46.87,5.88,16.78,20.78,10.19,0.86,5.41,25.43,64.0
Bengaluru,2019-07-10,31.67,50.35,6.02,19.9,22.32,11.63,0.78,5.79,30.18,68.0
Bengaluru,2019-07-11,23.49,61.32,6.71,24.25,24.61,11.9,0.84,7.22,31.66,86.0
Bengaluru,2019-07-12,20.95,62.33,6.06,22.71,23.18,11.9,0.79,7.87,32.12,71.0
Bengaluru,2019-07-13,20.39,57.91,5.27,21.27,22.77,11.76,0.75,6.01,32.55,62.0
Bengaluru,2019-07-14,19.18,51.48,5.39,20.0,20.69,11.64,0.74,6.77,31.64,63.0
Bengaluru,2019-07-15,17.84,47.39,6.14,21.24,21.59,10.92,0.8,5.93,32.19,65.0
Bengaluru,2019-07-16,24.91,46.99,6.8,21.88,22.16,12.2,0.8,4.12,25.04,65.0
Bengaluru,2019-07-17,26.83,55.0,9.37,24.84,26.64,12.84,0.82,3.9,25.39,69.0
Bengaluru,2019-07-18,30.97,62.36,9.88,27.45,28.31,14.47,0.85,4.16,23.45,73.0
Bengaluru,2019-07-19,18.98,37.85,6.92,22.61,22.72,13.99,0.67,4.42,22.89,66.0
Bengaluru,2019-07-20,15.96,42.66,5.09,21.56,21.45,12.36,0.63,7.4,25.53,48.0
Bengaluru,2019-07-21,19.24,41.46,6.43,23.64,25.39,11.87,0.67,7.96,25.98,64.0
Bengaluru,2019-07-22,15.91,41.71,6.7,24.64,26.02,11.03,0.69,6.1,27.44,57.0
Bengaluru,2019-07-23,19.14,41.62,6.94,23.99,25.31,11.49,0.75,3.98,24.3,56.0
Bengaluru,2019-07-24,20.89,63.75,6.44,23.42,24.67,12.15,0.67,3.69,25.88,60.0
Bengaluru,2019-07-25,20.67,53.24,7.12,23.58,24.76,11.97,0.77,3.63,23.94,64.0
Bengaluru,2019-07-26,20.33,53.25,6.92,23.49,24.97,11.62,0.73,4.09,21.84,62.0
Bengaluru,2019-07-27,23.21,50.99,5.66,20.93,19.66,11.85,0.64,3.87,24.81,55.0
Bengaluru,2019-07-28,23.3,49.13,7.2,21.15,22.03,11.46,0.71,5.9,25.68,62.0
Bengaluru,2019-07-29,18.61,56.25,5.18,19.89,21.39,11.72,0.68,3.82,25.3,64.0
Bengaluru,2019-07-30,23.14,56.4,5.84,21.54,24.17,11.9,0.72,3.95,23.02,58.0
Bengaluru,2019-07-31,26.99,47.37,5.7,21.64,21.49,11.74,0.66,3.58,23.67,58.0
Bengaluru,2019-08-01,19.87,51.46,5.12,19.76,18.94,11.1,0.69,3.68,23.76,61.0
Bengaluru,2019-08-02,18.45,52.16,6.62,22.04,23.57,11.78,0.75,4.34,21.7,59.0
Bengaluru,2019-08-03,18.13,46.6,6.99,19.08,20.69,11.18,0.65,4.05,25.31,56.0
Bengaluru,2019-08-04,16.26,41.66,9.14,17.21,20.51,10.68,0.69,4.08,23.02,60.0
Bengaluru,2019-08-05,15.08,29.63,9.97,18.83,22.65,11.23,0.65,4.26,17.14,53.0
Bengaluru,2019-08-06,14.76,30.58,10.3,20.9,24.66,11.72,0.71,4.38,18.42,48.0
Bengaluru,2019-08-07,14.94,32.65,10.1,20.29,25.36,12.83,0.78,4.52,14.32,57.0
Bengaluru,2019-08-08,14.31,27.28,9.42,19.56,22.47,12.92,0.67,4.1,14.25,53.0
Bengaluru,2019-08-09,15.53,30.16,9.06,21.17,23.29,12.13,0.71,3.44,17.32,55.0
Bengaluru,2019-08-10,13.63,38.48,8.61,22.07,24.99,12.32,0.72,3.53,18.47,49.0
Bengaluru,2019-08-11,12.95,38.27,8.35,19.08,21.33,11.74,0.61,3.57,17.76,50.0
Bengaluru,2019-08-12,18.62,46.51,12.49,21.34,26.78,14.07,0.78,4.06,17.11,52.0
Bengaluru,2019-08-13,22.1,46.9,12.63,24.49,28.97,14.28,0.93,4.13,18.88,68.0
Bengaluru,2019-08-14,26.64,46.08,10.13,22.95,25.42,14.27,0.81,3.5,22.74,70.0
Bengaluru,2019-08-15,15.63,38.14,8.64,20.93,21.81,13.18,0.69,2.97,22.46,59.0
Bengaluru,2019-08-16,18.63,34.85,8.64,20.7,24.55,13.51,0.76,3.49,16.92,51.0
Bengaluru,2019-08-17,20.79,52.0,10.77,24.71,28.58,14.78,0.9,3.7,16.32,61.0
Bengaluru,2019-08-18,23.25,47.66,12.4,26.34,29.87,16.35,0.85,3.66,14.77,67.0
Bengaluru,2019-08-19,20.73,49.59,12.5,27.88,31.49,16.63,0.88,3.85,17.67,65.0
Bengaluru,2019-08-20,18.28,48.73,9.79,24.0,28.57,14.41,0.98,3.8,15.63,74.0
Bengaluru,2019-08-21,17.04,45.86,12.94,20.38,27.03,12.61,1.06,4.86,17.45,73.0
Bengaluru,2019-08-22,17.3,57.03,9.03,18.74,23.82,12.29,0.83,4.84,16.68,68.0
Bengaluru,2019-08-23,15.08,44.78,7.84,18.23,22.24,12.69,0.85,4.64,18.5,65.0
Bengaluru,2019-08-24,15.29,63.42,8.07,19.16,23.84,12.39,0.77,4.8,18.52,57.0
Bengaluru,2019-08-25,14.98,55.99,5.28,15.48,18.18,11.29,0.58,5.48,20.37,68.0
Bengaluru,2019-08-26,14.14,49.29,5.95,17.29,19.29,10.86,0.72,5.42,22.91,63.0
Bengaluru,2019-08-27,11.42,47.0,7.18,19.78,23.79,12.1,0.71,7.1,23.6,61.0
Bengaluru,2019-08-28,15.3,42.17,6.49,21.27,22.89,11.62,0.63,5.11,22.94,52.0
Bengaluru,2019-08-29,17.22,44.99,5.15,18.4,19.69,11.37,0.64,5.43,22.19,49.0
Bengaluru,2019-08-30,15.01,50.6,5.76,17.69,19.78,10.31,0.71,5.01,22.84,53.0
Bengaluru,2019-08-31,20.82,65.26,7.24,19.48,22.6,10.46,0.79,4.89,21.78,63.0
Bengaluru,2019-09-01,17.64,47.85,5.73,15.11,17.09,8.94,0.67,5.24,21.03,61.0
Bengaluru,2019-09-02,10.98,27.78,3.7,12.39,12.58,8.81,0.64,5.3,21.01,48.0
Bengaluru,2019-09-03,11.18,32.65,6.38,15.56,17.74,9.5,0.73,5.21,20.36,51.0
Bengaluru,2019-09-04,13.01,40.46,7.04,16.9,19.57,9.34,0.72,5.33,19.94,51.0
Bengaluru,2019-09-05,13.84,42.24,7.56,16.5,20.44,8.86,0.79,5.18,18.43,56.0
Bengaluru,2019-09-06,15.34,44.08,8.05,16.14,20.57,9.22,0.88,5.36,17.88,64.0
Bengaluru,2019-09-07,20.16,45.38,7.3,15.83,18.87,8.43,0.79,6.09,16.27,63.0
Bengaluru,2019-09-08,12.63,45.47,6.0,12.36,15.67,7.49,0.79,6.15,17.38,62.0
Bengaluru,2019-09-09,15.92,49.54,6.98,13.9,17.26,8.79,0.78,5.78,18.74,63.0
Bengaluru,2019-09-10,20.67,58.85,5.4,12.3,13.55,10.59,0.73,5.49,22.64,67.0
Bengaluru,2019-09-11,19.51,60.37,6.57,14.46,16.19,9.56,0.72,5.11,23.25,62.0
Bengaluru,2019-09-12,20.53,57.11,9.86,24.3,25.64,12.42,0.8,5.18,24.32,68.0
Bengaluru,2019-09-13,21.84,60.43,10.46,23.38,24.74,11.91,0.86,4.94,25.03,67.0
Bengaluru,2019-09-14,22.29,56.94,6.61,21.87,20.68,10.94,0.76,5.58,27.33,70.0
Bengaluru,2019-09-15,21.74,50.11,7.52,19.46,18.78,10.07,0.78,5.31,27.56,69.0
Bengaluru,2019-09-16,48.41,40.74,8.0,19.11,20.07,10.48,0.82,5.11,25.41,67.0
Bengaluru,2019-09-17,68.71,43.3,8.98,22.09,23.99,12.24,1.0,4.84,23.88,120.0
Bengaluru,2019-09-18,22.83,63.17,6.7,22.04,23.16,13.83,0.95,4.32,26.44,92.0
Bengaluru,2019-09-19,23.96,59.79,6.04,20.04,21.91,16.1,0.85,4.64,31.73,82.0
Bengaluru,2019-09-20,19.12,56.78,11.37,23.82,26.19,17.48,0.82,4.81,30.27,67.0
Bengaluru,2019-09-21,22.92,68.81,7.27,24.96,27.2,14.09,0.92,5.07,31.65,74.0
Bengaluru,2019-09-22,19.15,53.11,14.84,27.97,37.17,14.75,1.01,4.92,31.13,81.0
Bengaluru,2019-09-23,24.78,50.88,17.22,38.91,48.69,16.87,1.2,5.99,34.28,91.0
Bengaluru,2019-09-24,17.68,36.94,11.88,33.19,36.56,14.1,1.15,5.91,43.22,100.0
Bengaluru,2019-09-25,13.45,32.33,7.39,24.87,26.46,15.3,0.85,4.98,34.55,81.0
Bengaluru,2019-09-26,16.59,41.07,10.63,20.76,26.68,13.17,0.83,4.63,30.31,64.0
Bengaluru,2019-09-27,32.55,75.73,10.14,28.02,32.03,14.16,1.04,4.97,33.78,83.0
Bengaluru,2019-09-28,26.32,78.07,7.34,26.64,27.62,14.52,0.98,4.69,42.02,99.0
Bengaluru,2019-09-29,38.4,87.7,4.7,22.87,21.74,14.52,0.79,5.51,41.53,93.0
Bengaluru,2019-09-30,23.22,53.78,5.23,19.29,17.87,13.18,0.81,5.24,34.56,73.0
Bengaluru,2019-10-01,34.28,68.99,11.17,25.88,29.12,14.14,1.01,4.56,38.57,88.0
Bengaluru,2019-10-02,17.34,36.79,13.18,32.46,35.39,13.28,0.94,6.01,40.57,92.0
Bengaluru,2019-10-03,26.79,52.83,12.09,35.24,37.85,15.48,1.01,5.33,50.22,95.0
Bengaluru,2019-10-04,41.28,58.29,18.78,41.03,51.72,16.06,1.1,4.35,49.07,104.0
Bengaluru,2019-10-05,32.73,70.53,18.64,46.1,52.79,16.86,1.13,4.22,31.39,107.0
Bengaluru,2019-10-06,27.15,55.82,14.73,33.96,36.15,14.69,0.92,3.39,37.5,85.0
Bengaluru,2019-10-07,35.57,60.1,26.1,37.6,46.86,15.03,1.14,4.19,34.78,88.0
Bengaluru,2019-10-08,24.46,39.4,8.65,28.28,26.66,14.09,0.71,3.39,46.65,92.0
Bengaluru,2019-10-09,31.67,46.37,31.34,39.99,53.18,15.63,0.95,4.97,40.67,89.0
Bengaluru,2019-10-10,73.77,70.64,12.43,36.15,37.94,18.0,0.87,4.81,34.15,146.0
Bengaluru,2019-10-11,45.16,79.81,12.32,37.89,39.71,18.91,0.83,3.94,34.94,95.0
Bengaluru,2019-10-12,38.44,75.75,10.61,30.58,32.46,17.39,0.83,4.47,29.02,90.0
Bengaluru,2019-10-13,20.84,46.8,11.38,23.0,26.36,15.76,0.79,4.48,22.31,72.0
Bengaluru,2019-10-14,22.61,52.98,16.56,26.95,35.28,17.97,0.85,4.18,20.5,73.0
Bengaluru,2019-10-15,24.94,57.89,16.25,28.5,34.84,18.72,0.83,4.42,23.94,79.0
Bengaluru,2019-10-16,21.73,57.38,15.17,28.28,33.44,17.09,0.72,3.85,25.81,71.0
Bengaluru,2019-10-17,19.3,48.38,17.76,27.52,35.63,17.01,0.85,3.74,20.66,75.0
Bengaluru,2019-10-18,25.83,52.13,11.2,24.42,26.37,15.22,0.71,4.83,24.17,69.0
Bengaluru,2019-10-19,19.25,37.64,9.17,23.99,27.14,13.73,0.72,4.63,20.61,71.0
Bengaluru,2019-10-20,17.2,39.02,6.82,23.31,23.16,13.23,0.52,5.72,26.13,56.0
Bengaluru,2019-10-21,20.71,41.14,15.04,30.13,35.45,13.8,0.85,5.78,22.97,69.0
Bengaluru,2019-10-22,16.46,35.11,13.68,24.22,29.48,14.84,0.83,5.59,22.81,69.0
Bengaluru,2019-10-23,11.71,35.91,7.89,16.97,19.84,17.04,0.83,6.07,17.5,66.0
Bengaluru,2019-10-24,12.57,46.46,4.34,15.8,16.05,12.27,0.76,6.39,21.49,62.0
Bengaluru,2019-10-25,13.43,42.75,5.68,18.11,19.56,12.32,0.83,6.37,19.33,65.0
Bengaluru,2019-10-26,18.21,47.6,6.8,18.89,20.81,11.69,0.74,5.76,19.0,59.0
Bengaluru,2019-10-27,42.44,74.17,7.74,21.32,23.05,12.84,1.01,5.26,20.17,74.0
Bengaluru,2019-10-28,42.44,78.91,10.63,24.6,26.91,13.82,1.04,5.38,18.21,88.0
Bengaluru,2019-10-29,34.24,78.0,11.34,22.99,27.53,16.13,0.97,6.61,20.89,80.0
Bengaluru,2019-10-30,18.77,42.23,11.91,26.91,32.16,15.45,0.98,6.42,27.66,78.0
Bengaluru,2019-10-31,18.62,49.95,7.39,24.47,26.76,14.41,0.87,5.73,35.18,68.0
Bengaluru,2019-11-01,27.42,77.15,12.02,25.98,31.75,14.01,0.9,6.0,41.88,84.0
Bengaluru,2019-11-02,27.1,72.41,12.02,25.19,30.28,16.17,1.08,6.16,30.92,77.0
Bengaluru,2019-11-03,40.0,71.78,11.18,26.32,27.98,18.0,0.99,5.46,34.6,89.0
Bengaluru,2019-11-04,54.83,112.73,20.78,36.74,46.01,20.29,1.26,5.53,38.89,95.0
Bengaluru,2019-11-05,73.88,144.98,31.44,41.5,61.74,20.46,1.48,6.15,34.78,139.0
Bengaluru,2019-11-06,94.17,142.05,26.51,38.83,53.01,20.6,1.36,5.74,55.74,169.0
Bengaluru,2019-11-07,92.21,136.66,28.33,44.07,61.28,21.68,1.38,5.9,54.15,174.0
Bengaluru,2019-11-08,69.3,110.88,17.73,38.45,47.34,22.41,1.29,6.55,42.01,159.0
Bengaluru,2019-11-09,47.14,102.59,12.78,35.19,40.02,20.88,1.07,5.61,41.92,116.0
Bengaluru,2019-11-10,52.86,102.92,11.34,30.63,31.84,20.13,1.0,5.26,41.1,96.0
Bengaluru,2019-11-11,61.83,117.91,8.64,33.11,34.39,20.35,0.96,5.67,57.13,124.0
Bengaluru,2019-11-12,27.77,68.96,7.02,26.07,27.22,16.45,1.0,6.13,46.59,96.0
Bengaluru,2019-11-13,30.39,81.26,10.37,28.6,31.5,17.33,0.93,6.37,43.84,83.0
Bengaluru,2019-11-14,23.32,61.17,11.88,26.92,32.14,17.36,0.92,6.12,38.82,80.0
Bengaluru,2019-11-15,26.33,65.78,15.95,28.61,38.17,18.25,1.1,6.02,18.93,77.0
Bengaluru,2019-11-16,20.62,57.92,12.03,26.87,33.07,17.27,1.01,6.16,21.06,82.0
Bengaluru,2019-11-17,30.7,64.16,10.09,28.0,34.06,16.75,0.84,6.37,36.16,76.0
Bengaluru,2019-11-18,27.07,61.85,12.69,29.65,36.43,17.29,1.01,6.8,30.81,72.0
Bengaluru,2019-11-19,20.23,51.01,12.61,26.77,34.15,16.19,0.96,6.55,25.97,74.0
Bengaluru,2019-11-20,21.12,48.76,13.06,27.06,33.42,16.37,1.05,6.93,23.22,77.0
Bengaluru,2019-11-21,42.28,78.55,14.45,34.02,39.94,17.57,1.19,6.68,29.31,86.0
Bengaluru,2019-11-22,44.17,78.49,11.39,32.14,36.86,15.81,1.06,6.26,32.59,96.0
Bengaluru,2019-11-23,36.68,68.13,9.67,32.05,34.86,15.22,1.01,6.44,36.87,90.0
Bengaluru,2019-11-24,41.18,71.69,4.45,21.45,20.72,17.36,0.9,6.17,47.58,79.0
Bengaluru,2019-11-25,37.44,69.94,6.37,27.71,28.88,16.71,1.17,6.81,37.89,83.0
Bengaluru,2019-11-26,35.44,72.66,14.25,30.62,32.97,17.52,1.0,5.87,43.3,88.0
Bengaluru,2019-11-27,33.02,65.25,15.29,35.64,40.58,17.13,1.22,6.34,34.88,89.0
Bengaluru,2019-11-28,23.08,53.29,13.08,29.76,35.02,18.19,1.04,6.31,30.99,86.0
Bengaluru,2019-11-29,22.97,61.34,14.39,25.68,31.74,14.77,1.0,5.38,24.82,75.0
Bengaluru,2019-11-30,23.25,50.92,11.74,22.84,27.09,14.15,1.03,5.46,19.8,75.0
Bengaluru,2019-12-01,13.46,42.5,9.63,20.19,23.27,14.09,0.93,6.35,18.54,65.0
Bengaluru,2019-12-02,13.96,34.67,10.32,21.53,24.48,12.97,0.94,5.99,22.64,70.0
Bengaluru,2019-12-03,27.28,55.3,14.0,27.81,31.57,13.63,1.11,6.03,28.88,76.0
Bengaluru,2019-12-04,38.2,69.48,9.9,26.87,28.23,13.85,0.96,5.33,44.53,86.0
Bengaluru,2019-12-05,55.45,91.85,12.88,32.39,34.22,15.19,0.94,6.48,42.62,87.0
Bengaluru,2019-12-06,57.3,96.47,9.71,32.59,31.36,15.1,0.94,6.69,40.61,103.0
Bengaluru,2019-12-07,39.42,71.64,12.01,32.74,34.96,14.07,1.05,7.05,30.49,89.0
Bengaluru,2019-12-08,23.79,52.13,8.0,26.15,26.74,12.91,0.95,8.15,28.46,68.0
Bengaluru,2019-12-09,21.29,56.84,10.79,29.26,30.66,13.07,1.03,6.57,29.65,70.0
Bengaluru,2019-12-10,20.31,55.42,9.34,27.3,28.35,12.13,1.02,6.59,33.44,74.0
Bengaluru,2019-12-11,28.62,63.74,9.43,29.94,29.6,15.16,0.84,5.96,31.81,73.0
Bengaluru,2019-12-12,28.93,67.98,8.12,28.49,27.89,12.64,0.91,5.81,37.02,77.0
Bengaluru,2019-12-13,30.65,71.83,8.24,26.71,27.01,13.12,0.94,6.69,35.09,74.0
Bengaluru,2019-12-14,23.6,60.07,9.79,25.5,27.35,12.63,0.97,6.56,28.77,74.0
Bengaluru,2019-12-15,25.33,66.09,7.47,23.85,23.24,12.51,0.78,6.28,34.2,68.0
Bengaluru,2019-12-16,24.25,59.81,11.19,25.62,27.99,12.62,0.91,7.0,30.69,69.0
Bengaluru,2019-12-17,27.65,61.09,11.23,28.51,31.1,12.28,1.05,6.73,30.3,69.0
Bengaluru,2019-12-18,42.91,84.86,11.5,31.51,34.26,13.03,1.13,6.79,32.35,82.0
Bengaluru,2019-12-19,38.66,77.48,12.17,30.63,34.57,12.91,1.16,7.36,26.97,85.0
